"ocid","id","rationale","budget_id","budget_description","budget_amount","budget_currency"
"ocds-5wno2w-RE-PU-AME-2025-001-85613","RE-PU-AME-2025-001-85613-2025-06-07T15:48:11.788Z-compiled","SISTEMA INFORMÁTICO DE GESTIÓN DE GOBIERNO CORPORATIVO","8.4.04.02","","49990.00","USD"
"ocds-5wno2w-RE-PU-UG-2025-001-55840","RE-PU-UG-2025-001-55840-2025-05-08T12:36:24.042Z-compiled","RENOVACIÓN DE CONTRATACIÓN DEL SERVICIO DE ACCESO A LA RED AVANZADA DE ACADEMIA RED CLARA, PARA LA UNIVERSIDAD DE GUAYAQUIL","2025.166.0000.0000.82.00.000.005.000.0901.530702.000000.003.0000.0000-","","454378.65","USD"
"ocds-5wno2w-RE-PU-CELECEP-2025-08062-238940","RE-PU-CELECEP-2025-08062-238940-2025-07-10T17:26:44.170Z-compiled","HAG ADQUISICION DE EQUIPOS ACCESORIOS Y REPUESTOS DE EJE FLEXIBLE MARCA SUHNER PARA EL CIRT","1211600102-5110500101","","140788.65","USD"
"ocds-5wno2w-RE-PU-HGMYM-2025-002-82169","RE-PU-HGMYM-2025-002-82169-2025-07-14T16:52:30.337Z-compiled","SERVICIO DE MANTENIMIENTO CORRECTIVO Y ADQUISICION DE REPUESTOS PARA LAS AMBULANCIAS MARCA IVECO DAILY DE PLACAS MEI-1629, Y MEI-1647 DEL PARQUE AUTOMOTOR DEL HGMYM","530813","","41532.92","USD"
"ocds-5wno2w-RE-PU-CEE-2025-004-2504","RE-PU-CEE-2025-004-2504-2025-05-21T15:10:18.182Z-compiled","SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE MAQUINARIA CATERPILLAR DEL CEMAT CEE","6.3.04.04","","148382.06","USD"
"ocds-5wno2w-RE-PU-9BFE-2025-001-105667","RE-PU-9BFE-2025-001-105667-2025-06-03T15:39:37.812Z-compiled","?Contratación del Servicio de mantenimiento preventivo y correctivo para losvehículos con vigencia tecnológica de las unidades GFE 25 GFE 26 y GFE 27?.","2025.070.1002.0000.55.00.000.002.000.0501.530204.000000.001.0000.0000-","","4865.56","USD"
"ocds-5wno2w-RE-PU-DPCJ17PICH-2025-003-100431","RE-PU-DPCJ17PICH-2025-003-100431-2025-05-15T12:45:09.874Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE ASCENSORES MARCA DOPPLER EN LOS EDIFICIOS BAJO LA ADMINISTRACIÓN DE LA DIRECCIÓN PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA","2025.010.0017.0000.55.00.000.001.000.1701.530402.000000.002.0000.0000-","","140869.57","USD"
"ocds-5wno2w-RE-PU-EPMMQ-2025-001-410205","RE-PU-EPMMQ-2025-001-410205-2025-07-23T16:59:06.043Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL MATERIAL RODANTE DE LA PRIMERA LÍNEA DEL METRO DE QUITO","730405,730813","","35650000.00","USD"
"ocds-5wno2w-RE-PU-ANT-2025-001-399766","RE-PU-ANT-2025-001-399766-2025-06-04T15:45:00.575Z-compiled","ADQUISICIÓN DE CARTUCHOS Y KITS PARA LA IMPRESORA GET CP500 CON MÓDULO LAMINADOR CL50 PARA LA EMISIÓN DE LICENCIAS DE CONDUCIR PARA LA ANT","2025.069.9999.0000.01.00.000.001.000.1701.530203.000000.002.0000.0000-","","898992.62","USD"
"ocds-5wno2w-RE-PU-CEE-2025-006-2504","RE-PU-CEE-2025-006-2504-2025-05-15T12:46:42.905Z-compiled","ADQUISICIÓN REPUESTOS PARA VEHÍCULOS MACK DEL CEMAT CEE","6.3.08.13","","60000.00","USD"
"ocds-5wno2w-RE-PU-GADCG-2025-001-89167","RE-PU-GADCG-2025-001-89167-2025-05-10T12:46:10.882Z-compiled","Proporcionar soporte técnico continuo y mantenimiento para el sistema administrativofinanciero YUPAK y desarrollar e implementar una interfaz que permita la interacciónefectiva entre dicho sistema y el Sistema de Información Municipal SIM, con el","53.07.01-53.07.04","","14400.00","USD"
"ocds-5wno2w-RE-PU-EPMTPQ-2025-002-282215","RE-PU-EPMTPQ-2025-002-282215-2025-06-27T16:25:12.356Z-compiled","ADQUISICIÓN DE REPUESTOS VOLVO 2025","730813","","3117275.25","USD"
"ocds-5wno2w-RE-PU-HBO-2025-002-40576","RE-PU-HBO-2025-002-40576-2025-05-16T12:51:58.469Z-compiled","ADQUISICIÓN DEL MEDICAMENTO AGALSIDASA BETA SÓLIDO PARENTERAL 35MG PARA EL HOSPITAL PEDIÁTRICO BACA ORTIZ","2025.320.1421.0000.90.00.000.005.000.1701.530101.000000.002.0000.0000-","","154008.00","USD"
"ocds-5wno2w-RE-PU-MDMQ-2025-1301-41357","RE-PU-MDMQ-2025-1301-41357-2025-06-13T16:11:56.725Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE 5 VEHICULOSPOER TIPO CAMIONETA CON VIGENCIA TECNOLOGICA DE LA AGENCIAMETROPOLITANA DE CONTROL-AMC","530813","","21549.78","USD"
"ocds-5wno2w-RE-PU-CGREG-2025-001-232601","RE-PU-CGREG-2025-001-232601-2025-07-02T17:39:18.462Z-compiled","?ADQUISICIÓN DE REPUESTOS Y SERVICIOS DE REPARACIÓN PARA LA MAQUINARIA DE LAMARCA KOMATSU DEL CONSEJO DE GOBIERNO DEL RÉGIMEN ESPECIAL DE GALÁPAGOS?","2025.045.0000.0000.56.00.001.002.000.2001.730813.000000.998.0000.0000-040450000.0000.388415","","249526.90","USD"
"ocds-5wno2w-RE-PU-EMAM-2025-002-302595","RE-PU-EMAM-2025-002-302595-2025-05-10T12:47:39.616Z-compiled","CONTRATACION DEL SERVICIO DE MANTENIMIENTO DEL SISTEMA DE GESTIÓN EMPRESARIAL ERP OLYMPO","530701","","7312.50","USD"
"ocds-5wno2w-RE-PU-EMAPA-I-2025-003-316213","RE-PU-EMAPA-I-2025-003-316213-2025-05-21T15:12:10.858Z-compiled","CONTRATACION DEL SERVICIO DE MANTENIMIENTO MECÁNICO DEL VEHÍCULO TANQUERO MARCA HINO DE LA EMAPAI","730405","","10000.00","USD"
"ocds-5wno2w-RE-PU-EEQ-2025-001-3214","RE-PU-EEQ-2025-001-3214-2025-06-04T15:45:00.771Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO, CORRECTIVO Y DE EMERGENCIA DE ASCENSORES.","3230059","","12500.00","USD"
"ocds-5wno2w-RE-PU-HGJ-2025-001-105641","RE-PU-HGJ-2025-001-105641-2025-04-24T12:49:37.486Z-compiled","CONTRATACIÓN DEL MANTENIMIENTO PREVENTIVO / CORRECTIVO ANUAL PARA ELEQUIPO DE RAYOS X MÓVIL MARCA: ITALRAY MODELO: XFM SERIE: 12-483-22 DELHOSPITAL JIPIJAPA","2025.320.1334.0000.55.00.000.004.000.1306.530404.000000.001.0000.0000-","","9400.01","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-009-54651","RE-PU-HCAM-2025-009-54651-2025-06-11T15:50:10.782Z-compiled","ADQUISICIÓN DE REACTIVOSPARA CARGAS VIRALES CMV, HBV, EBV, HIV, BK, DETECCIÓN DE MUTACIONES BRAF, EGFR,KRAS Y SCREENING DE HPV DE ALTO RIESGO POR PCR EN TIEMPO REAL","530810","","1198220.76","USD"
"ocds-5wno2w-RE-PU-HGM-CZ6-2025-001-96571","RE-PU-HGM-CZ6-2025-001-96571-2025-09-13T19:00:44.642Z-compiled","ADQUIRIR MEDICAMENTOS VARIOS OTRAS COMBINACIONES DE NUTRIENTES PKU2 PARA EL HOSPITAL GENERAL DE MACAS","2025.320.1360.0000.90.00.000.004.000.1401.530809.000000.001.0000.0000-","","8100.00","USD"
"ocds-5wno2w-RE-PU-CEE-2025-005-2504","RE-PU-CEE-2025-005-2504-2025-05-21T15:10:18.801Z-compiled","ADQUISICIÓN DE REPUESTOS PARA MAQUINARIA KOMATSU DEL CEMAT CEE","6.3.08.13","","80000.00","USD"
"ocds-5wno2w-RE-PU-CELECEP-2025-04096-238940","RE-PU-CELECEP-2025-04096-238940-2025-06-12T16:00:07.058Z-compiled","TPI ADQUISICIÓN DE REPUESTOS PARA MANTENIMIENTO DE LA PURIFICADORA DE COMBUSTIBLE DE LA CENTRAL SHUSHUFINDI","5110500101","","30503.71","USD"
"ocds-5wno2w-RE-PU-HGPT-2025-001-2418","RE-PU-HGPT-2025-001-2418-2025-04-25T12:47:13.434Z-compiled","PARTICIPACIÓN EN EL FORO NACIONAL DE TURISMO ?FONATUR? A REALIZARSE EN LA CIUDAD DE AMBATO DEL 24 AL 26 DE ABRIL DEL 2025","34.73.02.49.002","","20000.00","USD"
"ocds-5wno2w-RE-PU-HGMYM-2025-004-82169","RE-PU-HGMYM-2025-004-82169-2025-05-16T12:48:57.646Z-compiled","ADQUISICIÓN DEL MEDICAMENTO JUDICIALIZADO EMICIZUMABLÍQUIDO PARENTERAL 150 MG/ML CAJA X VIAL X 0,7 ML PARA ELH.G.M.Y.M.","530809","","122268.96","USD"
"ocds-5wno2w-RE-PU-HG-IB-2025-001-3260","RE-PU-HG-IB-2025-001-3260-2025-06-24T17:05:24.757Z-compiled","ADQUISICION DE REPUESTOS Y CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO PARA DIFERENTES EQUIPOS MÉDICOS MARCA PENLON, MEDIX Y WELCH ALLYN DEL HOSPITAL GENERAL IBARRA -HG-IB","530404-530813","","41202.74","USD"
"ocds-5wno2w-RE-PU-INOCAR-2025-0001-1006003","RE-PU-INOCAR-2025-0001-1006003-2025-08-19T17:46:14.806Z-compiled","ADQUISICIÓN DE PINTURAS MARINAS PARA EL INSTITUTO OCEANOGRÁFICO Y ANTÁRTICO DE LA ARMADA INOCAR","2025.611.0000.0000.91.00.000.001.000.0901.530811.000000.002.0000.0000-","","49714.01","USD"
"ocds-5wno2w-RE-PU-HBO-2025-001-40576","RE-PU-HBO-2025-001-40576-2025-04-26T13:04:35.990Z-compiled","ADQUISICIÓN DEL MEDICAMENTO RISDIPLAM SÓLIDO ORAL POLVO 0,75 MG / ML PARA EL HOSPITAL PEDIÁTRICO BACA ORTIZ","2025.320.1421.0000.58.00.000.002.000.1701.530809.000000.001.0000.0000-","","369391.20","USD"
"ocds-5wno2w-RE-PU-GADMR-2025-001-33554","RE-PU-GADMR-2025-001-33554-2025-07-22T17:02:29.656Z-compiled","ACTUALIZACIÓN Y MEJORA DEL SISTEMA CENTRALIZADO DE REVISIÓN TÉCNICA VEHICULAR PARA LA GESTIÓN DE TRANSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL PARA EL GAD RIOBAMBA","84.04.03","","520000.00","USD"
"ocds-5wno2w-RE-PU-GADMCG-2025-005-79685","RE-PU-GADMCG-2025-005-79685-2025-09-18T19:22:00.984Z-compiled","SERVICIO DE MANTENIMIENTO CORRECTIVO DE UNA MOTONIVELADORA JOHN DEERE 870G PERTENECIENTE AL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN GUAMOTE INCLUYE REPUESTOS Y MANO DE OBRA","7.3.08.13-7.3.04.04","","51743.97","USD"
"ocds-5wno2w-RE-PU-FGE-2025-001-46469","RE-PU-FGE-2025-001-46469-2025-05-17T12:56:21.480Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS ASCENSORES DEL EDIFICIO MATRIZ DE LA FGE 2025-2026","2025.598.9999.0000.01.00.000.001.000.1701.530404.000000.001.0000.0000-","","37533.18","USD"
"ocds-5wno2w-RE-PU-HVCM-2025-003-12070","RE-PU-HVCM-2025-003-12070-2025-05-26T15:26:25.984Z-compiled","ADQUISICIÓN DE RUXOLITINIBSÓLIDO ORAL 5MG CAJA X BLÍSTER/RISTRA","2025.320.1000.0000.90.00.000.004.000.0101.530832.000000.001.0000.0000-","","81073.20","USD"
"ocds-5wno2w-RE-PU-GADM-IBARRA-2025-003-2783","RE-PU-GADM-IBARRA-2025-003-2783-2025-06-24T17:04:36.846Z-compiled","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE DOS CAMIONETAS DE LA DIRECCIÓN DE GESTIÓN AMBIENTAL, MARCA GREAT WALL DE ACUERDO AL PRINCIPIO DE VIGENCIA TECNOLOGICA.","730405","","20551.21","USD"
"ocds-5wno2w-RE-PU-FMC-2025-001-54146","RE-PU-FMC-2025-001-54146-2025-05-15T12:45:08.158Z-compiled","PRESTACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO, CORRECTIVO Y DE EMERGENCIA DE DOS ASCENSORES EXTERNOS UBICADOS EN LA TORRE DE CRISTAL DE YAKU PARQUE - MUSEO DEL AGUA","730404","","6884.28","USD"
"ocds-5wno2w-RE-PU-ESPE-2025-002-30573","RE-PU-ESPE-2025-002-30573-2025-06-10T15:47:35.334Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO DE LOS DOS ASCENSORES KEYCO DEL EDIFICIO ADMINISTRATIVO DE LA UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE","2025.189.9999.0000.01.00.000.004.000.1705.530404.000000.002.7001.0059-","","7800.00","USD"
"ocds-5wno2w-RE-PU-GADMA-2025-002-2161","RE-PU-GADMA-2025-002-2161-2025-07-04T16:42:38.558Z-compiled","MANTENIMIENTO DE MAQUINARIA CRTV","2025.938.9999.0000.03.00.001.010.000.1801.730404.000000.002.0000.0000-","","60000.00","USD"
"ocds-5wno2w-RE-PU-HGSQ-2025-006-868544","RE-PU-HGSQ-2025-006-868544-2025-05-17T12:56:21.749Z-compiled","ADQUISICIÓN DE MEMBRANAS PARA LOS EQUIPOS MARCA FRESENIUS INSTALADOS EN EL HOSPITAL GENERAL DEL SUR DE QUITO","530813","","5400.00","USD"
"ocds-5wno2w-RE-PU-HGMYM-2025-005-82169","RE-PU-HGMYM-2025-005-82169-2025-07-05T17:45:43.054Z-compiled","ADQUISICIÓN DEL MEDICAMENTO JUDICIALIZADO LENALIDOMIDAORIGINAL SÓLIDO ORAL 10 MG CJ X BLISTES/RIST PARA ELH.G.M.Y.M.","530809","","76356.00","USD"
"ocds-5wno2w-RE-PU-IAEN-2025-0001-2575","RE-PU-IAEN-2025-0001-2575-2025-09-12T19:05:30.540Z-compiled","SUSCRIPCION DE LA BASE DE DATOS DIGITALIA PARA EL INSTITUTO DE ALTOS ESTUDIOS NACIONALES","2025.232.0000.0000.83.00.000.001.000.1701.530702.000000.002.7001.0060-","","12576.75","USD"
"ocds-5wno2w-RE-PU-UTC-2025-002-2671","RE-PU-UTC-2025-002-2671-2025-05-21T15:12:13.215Z-compiled","ACTUALIZACIÓN E IMPLEMENTACIÓN DEL SISTEMA DE GESTIÓN EMPRESARIAL ERP OLYMPO INCLUIDO ALOJAMIENTO EN LA NUBE PARA LA FACTURACIÓN ELECTRÓNICA EN LÍNEA DE LA UNIVERSIDAD TÉCNICA DE COTOPAXI","2025.179.0000.0000.01.00.000.002.000.0501.530702.000000.002.7001.0048-","","50500.00","USD"
"ocds-5wno2w-RE-PU-EPN-2025-002-45554","RE-PU-EPN-2025-002-45554-2025-08-27T19:04:24.248Z-compiled","Contratar el servicio de Mantenimiento del Equipamiento de los Laboratorios de Sedimentología y Logueo -Geoquímica y Preparación de Muestras","2025.177.9999.0000.82.00.000.008.000.1701.530404.000000.003.0000.0000-","","7135.84","USD"
"ocds-5wno2w-RE-PU-CEN-2025-002-715112","RE-PU-CEN-2025-002-715112-2025-05-28T15:25:18.317Z-compiled","El beneficio constituye contar con herramientas tecnológicas de altadisponibilidad que faciliten al operador efectuar una adecuada supervisión delSistema Nacional Interconectado,","2025.095.9999.0000.01.00.000.001.000.1701.530404.000000.002.0000.0000-","","80000.00","USD"
"ocds-5wno2w-RE-PU-EMSAAIRPORTSERVICESCEM-2025-002-154897","RE-PU-EMSAAIRPORTSERVICESCEM-2025-002-154897-2025-06-06T15:46:18.291Z-compiled","SERVICIO DE ALIMENTACIÒN PARA EL PERSONAL DE EMSAAIRPORT SERVICES CEM ESTACIÒN QUITO","ALIMENTACION","","408518.28","USD"
"ocds-5wno2w-RE-PU-DIGMAT-2025-001-2465","RE-PU-DIGMAT-2025-001-2465-2025-08-12T22:29:16.172Z-compiled","MANTENIMIENTO PROGRAMADO DE LAS MÁQUINAS PRINCIPALES DE LA LANCHA GUARDACOSTAS RIO SANTA ELENA Y RIO PORTOVIEJO","2025.070.3022.0000.01.00.000.001.000.0901.530104.000000.001.0000.0000-","","98680.00","USD"
"ocds-5wno2w-RE-PU-CJ-DP11-2025-001-54383","RE-PU-CJ-DP11-2025-001-54383-2025-05-28T15:25:18.561Z-compiled","CONTRATAR EL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL ASCENSOR MITSUBISHI DEL EDIFICIO JUDICIAL QUE PERTENECE A LA DIRECCIÓN PROVINCIAL DE LA JUDICATURA DE LOJA, PERIODO 2025-2026","2025.010.0011.0000.56.00.000.001.000.1101.530402.000000.002.0000.0000-","","2238.30","USD"
"ocds-5wno2w-RE-PU-EERSSA-2025-009-3240","RE-PU-EERSSA-2025-009-3240-2025-06-18T16:59:56.573Z-compiled","ADQUISICIÓN MODULOS CYME GENERACIÓN DISTRIBUIDA LICENCIAS","1210115-2025110150212-1959","","44677.50","USD"
"ocds-5wno2w-RE-PU-CELECEP-2025-02152-238940","RE-PU-CELECEP-2025-02152-238940-2025-07-08T17:49:51.888Z-compiled","EGU SERVICIO DE MANTENIMIENTO TRIANUAL DE EQUIPOS DE ANALISIS DE ACEITE DEL LABORATORIO DE LA CENTRAL SANTA ELENA INCLUYE REPUESTOS","5110200907","","26916.00","USD"
"ocds-5wno2w-RE-PU-EPAAGE-MEJIA-2025-03-384004","RE-PU-EPAAGE-MEJIA-2025-03-384004-2025-04-29T12:23:20.335Z-compiled","SERVICIO DE MANTENIMIENTO DEL CAMIÓN JAC DE LA EPAAGE MEJIA, EP","6.3.04.04","","3792.00","USD"
"ocds-5wno2w-RE-PU-DQ-2025-001-179752","RE-PU-DQ-2025-001-179752-2025-05-21T15:10:20.662Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO NO CONTEMPLADOS EN LA TICKETERA ORIGINAL DE LOS VEHICULOS POLICIALES MARCA KIA, QUE SE  ENCUENTRAN BAJO GARANTIA TECNICA DE FABRICA ASIGNADOS AL DISTRITO QUEVEDO – MOCACHE Y DISTRITO BUENA FE –","2025.052.0054.0000.01.00.000.001.000.1205.530813.000000.001.0000.0000-","","25229.50","USD"
"ocds-5wno2w-RE-PU-DIGMAT-2025-0002-2465","RE-PU-DIGMAT-2025-0002-2465-2025-05-30T15:34:30.028Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO DE 6000 HORAS DE LAS MAQUINAS PRINCIPALES  2  3 Y  4 INCLUYE LA ADQUISICIÓN DE 32 INYECTORES PARA CORMAN  MANTENIMIENTO DE 3000 HORAS DE LAS MAQUINAS PRINCIPALES IV1 IV2 y V1 DE LAMCUE","2025.070.3022.0000.55.00.000.002.000.0901.530802.000000.002.0000.0000-","","320640.00","USD"
"ocds-5wno2w-RE-PU-CONGOPE-2025-005-69008","RE-PU-CONGOPE-2025-005-69008-2025-05-31T15:37:15.534Z-compiled","Servicio de organización y realización de la Cumbre de Acción Territorial Sostenible 2025, que se desarrollará en el Parque Bicentenario el 7 y 8 de mayo de 2025","01.02.01.011.009.004.7.73.02.49.000.99.99.99.99.00","","83954.64","USD"
"ocds-5wno2w-RE-PU-BASEDU-2025-003-42111","RE-PU-BASEDU-2025-003-42111-2025-06-10T15:47:35.857Z-compiled","ADQUISICIÓN DE KITS PARA MANTENIMIENTO DE100 Y 300 HORAS DE MOTORES FUERA DE BORDA MERCURY DE LA INFANTERÍA DEMARINA","2025.070.3017.0000.55.00.000.001.000.0901.530813.000000.002.0000.0000-","","120253.84","USD"
"ocds-5wno2w-RE-PU-ANDEC-2025-002-467908","RE-PU-ANDEC-2025-002-467908-2025-06-03T15:39:41.801Z-compiled","SERVICIO DE MANTENIMIENTO ANUAL Y SOPORTE DE LICENCIAS DE SOFTWARE DE BASE DE DATOS ORACLE STANDARD EDITION 2","6111020117","","10910.64","USD"
"ocds-5wno2w-RE-PU-FONAG-2025-005-227909","RE-PU-FONAG-2025-005-227909-2025-05-22T15:19:12.664Z-compiled","Adquisición e instalación de los equipos compatibles para la habilitación de telemetría en 5 estaciones hidrometeorológicas de marca YDOC y VAISALA de la red de monitoreo Hidrometeorológico del FONAG","1.01.01-ACTPGA2025002-T001","","10364.00","USD"
"ocds-5wno2w-RE-PU-CSC-2025-001-126867","RE-PU-CSC-2025-001-126867-2025-05-30T15:32:31.922Z-compiled","Contratación de licencias informáticas del sistema Modo Smart del sistema de Alarmas Comunitarias del Consejo de Seguridad Ciudadana del Cantón Cuenca","730702","","29700.00","USD"
"ocds-5wno2w-RE-PU-DNPJ-2025-004-183304","RE-PU-DNPJ-2025-004-183304-2025-08-14T17:40:43.798Z-compiled","Actualización de la licencia software UFED para Quito","2025.057.0000.0000.91.00.000.001.000.1701.530702.000000.001.0000.0000-","","21600.00","USD"
"ocds-5wno2w-RE-PU-BCBG-2025-0007-2528","RE-PU-BCBG-2025-0007-2528-2025-06-04T15:48:32.392Z-compiled","CONTRATACIÓN DEL SERVICIO DE SOPORTE Y MANTENIMIENTO PARA EL SISTEMA CG/WEB, MÓDULO FINANCIERO INTEGRADO, MÓDULO ACTIVOS FIJOS Y MÓDULO DE BODEGA INTEGRADO DEL BENEMÉRITO CUERPO DE BOMBEROS DE GUAYAQUIL","5.3.07.01","","38769.84","USD"
"ocds-5wno2w-RE-PU-CELECEP-2025-02203-238940","RE-PU-CELECEP-2025-02203-238940-2025-06-05T15:47:37.965Z-compiled","EGU ADQUISICIÓN DE FILTROS DE ADMISIÓN DE COMBUSTIBLE DE LAS UNIDADES A GAS PARA CENTRALES ENRIQUE GARCÍA ÁLVARO TINAJERO Y ANÍBAL SANTOS","5110200304","","1168091.00","USD"
"ocds-5wno2w-RE-PU-CELECEP-2025-03114-238940","RE-PU-CELECEP-2025-03114-238940-2025-07-16T16:56:37.334Z-compiled","SUR ADQUISICION DE REPUESTOS PARA COMPRESORES INGERSOLL RAND DE LAS CENTRALES DE GENERACION MOLINO Y MINAS SAN FRANCISCO","5110200304","","71276.00","USD"
"ocds-5wno2w-RE-PU-DNPJ-2025-005-183304","RE-PU-DNPJ-2025-005-183304-2025-08-14T17:40:44.334Z-compiled","Actualización de la licencia software UFED para Guayaquil.","2025.057.0000.0000.01.00.000.001.000.1701.530106.000000.001.0000.0000-","","21600.00","USD"
"ocds-5wno2w-RE-PU-DNPJ-2025-006-183304","RE-PU-DNPJ-2025-006-183304-2025-08-14T17:40:45.064Z-compiled","Actualización de la licencia software UFED para Cuenca.","2025.057.0000.0000.91.00.000.001.000.1701.530702.000000.001.0000.0000-","","21600.00","USD"
"ocds-5wno2w-RE-PU-GADMSD-2025-1-19455","RE-PU-GADMSD-2025-1-19455-2025-06-12T15:58:27.015Z-compiled","SERVICIO TÉCNICO ESPECIALIZADO PARA VEHÍCULOS PESADOS DONGFENG-CHENGLONG","01.01.003.068.730405.000.23.01.0.0.002","","25000.00","USD"
"ocds-5wno2w-RE-PU-GADPI-2025-002-12001","RE-PU-GADPI-2025-002-12001-2025-06-19T16:56:20.209Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO POR PERIODO DE VIGENCIA TECNOLÓGICA Y GARANTÍA TÉCNICA DE LAS 2 MOTONIVELADORAS MARCA KOMATSU","10.05.01.311005.730404.000.10.01.04.000.99999999.0","","46631.68","USD"
"ocds-5wno2w-RE-PU-GADPI-2025-001-12001","RE-PU-GADPI-2025-001-12001-2025-06-21T17:06:23.058Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO POR PERIODO DE VIGENCIA TECNOLÓGICA Y GARANTÍA TÉCNICA DE LA MOTOCICLETA MARCA HONDA XRE300 STD AÑO 2023 DE PROPIEDAD DEL GOBIERNO AUTÓNOMO DESCENTRALIZADO PROVINCIAL DE IMBABURA","0.05.01.311005.730405.000.10.01.04.000.99999999.00","","8489.82","USD"
"ocds-5wno2w-RE-PU-ETAPA-2025-02-312203","RE-PU-ETAPA-2025-02-312203-2025-08-15T17:44:15.492Z-compiled","SERVICIO DE SOPORTE Y MANTENIMIENTO SISTEMA DE GESTIÓNADMINISTRATIVO – FINANCIERO CGWEB PARA LA EMPRESA ETAPAEP","5307040010000","","74664.00","USD"
"ocds-5wno2w-RE-PU-HEJCA-2025-113-87497","RE-PU-HEJCA-2025-113-87497-2025-05-30T15:32:33.210Z-compiled","ADQUISICION DE GUSELKUMAB LIQUIDO PARENTERAL 100 MG/ML","530809","","265735.50","USD"
"ocds-5wno2w-RE-PU-HEJCA-2025-104-87497","RE-PU-HEJCA-2025-104-87497-2025-06-14T16:06:03.176Z-compiled","ADQUISICIÓN DE REPUESTOS PARA MÁQUINAS DE ANESTESIA DRAGER","530813","","16977.60","USD"
"ocds-5wno2w-RE-PU-GADPI-2025-003-12001","RE-PU-GADPI-2025-003-12001-2025-09-26T18:48:53.034Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO POR PERIODO DE VIGENCIA TECNOLÓGICA Y GARANTÍA TÉCNICA DE LAS 5 CAMIONETAS DOBLE CABINA DMAX 2.5 4X4 D CRDI MARCA CHEVROLET","10.05.01.311005.730405.000.10.01.04.000.99999999.0","","41918.41","USD"
"ocds-5wno2w-RE-PU-HGDC-2025-002-594674","RE-PU-HGDC-2025-002-594674-2025-06-19T16:56:19.455Z-compiled","ADQUISICIÓN DE REPUESTOS VERTICAL DRIVE UNIT Y FREQ INVERTER PARA LA REHABILITACIÓN DEL EQUIPO DE TOMOGRAFÍA DEL HOSPITAL GENERAL DOCENTE DE CALDERÓN","2025.320.9001.0000.57.00.000.001.000.1701.530813.000000.001.0000.0000-","","15540.00","USD"
"ocds-5wno2w-RE-PU-CELECEP-2025-04052-238940","RE-PU-CELECEP-2025-04052-238940-2025-08-15T17:44:14.716Z-compiled","PI ADQUISICION DE REPUESTOS ALFA LAVAL PARA LAS CENTRALES DE LA UNIDAD DE NEGOCIO TERMOPICHINCHA","5110500101","","445362.00","USD"
"ocds-5wno2w-RE-PU-HEJCA-2025-121-87497","RE-PU-HEJCA-2025-121-87497-2025-06-02T15:36:00.758Z-compiled","ADQUISICION DE DISPOSITIVOS MEDICOS PARA DIALISIS","530826","","189100.56","USD"
"ocds-5wno2w-RE-PU-INPC-2025-0001-3310","RE-PU-INPC-2025-0001-3310-2025-08-12T22:25:42.526Z-compiled","SERVICIO DE MANTENIMIENTO CORRECTIVO Y PREVENTIVO DEL DIFRACTÓMETRO DE RAYOS X BRUKER D8 ADVANCE DEL INSTITUTO NACIONAL DE PATRIMONIO CULTURAL","2025.141.0000.0000.01.00.000.001.000.1701.530404.000000.002.0000.0000-","","13780.00","USD"
"ocds-5wno2w-RE-PU-CJ-2025-001-48787","RE-PU-CJ-2025-001-48787-2025-06-03T15:39:33.647Z-compiled","CONTRATAR EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS CUATRO ASCENSORES PRINCIPALES DEL EDIFICIO DE LA CORTE NACIONAL DE JUSTICIA","2025.010.9999.0000.56.00.000.001.000.1701.530402.000000.002.0000.0000-","","12000.00","USD"
